51.00000, 49.00000, 44.00000, 48.00000, 50.00000, 48.00000, 46.00000, 46.00000, 50.00000, 50.00000, 44.00000, 42.00000, 40.00000, 40.00000, 38.00000, 46.00000, 45.00000, 44.00000, 42.00000, 32.00000, 26.00000, 28.00000, 33.00000, 37.00000, 41.00000, 43.00000, 41.00000, 37.00000, 34.00000, 33.00000, 34.00000, 32.00000, 29.00000, 33.00000, 33.00000, 33.00000, 34.00000, 29.00000, 25.00000, 23.00000, 13.00000, 13.00000, 9.00000, 7.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 2.00000, 1.00000, 2.00000, 3.00000, 5.00000, 3.00000, 2.00000, 5.00000, 5.00000, 5.00000, 3.00000, 2.00000, 3.00000, 5.00000, 8.00000, 8.00000, 7.00000, 9.00000, 9.00000, 9.00000, 7.00000, 7.00000, 8.00000, 8.00000, 7.00000, 9.00000, 9.00000, 8.00000, 7.00000, 5.00000, 5.00000, 5.00000, 8.00000, 9.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 8.00000, 12.00000, 11.00000, 10.00000, 8.00000, 9.00000, 9.00000, 12.00000, 12.00000, 10.00000, 11.00000, 15.00000, 17.00000, 21.00000, 17.00000, 15.00000, 13.00000, 12.00000, 12.00000, 12.00000, 11.00000, 12.00000, 17.00000, 15.00000, 13.00000, 15.00000, 12.00000, 12.00000, 15.00000, 13.00000, 12.00000, 10.00000, 9.00000, 9.00000, 9.00000, 9.00000, 8.00000, 8.00000, 8.00000, 17.00000, 15.00000, 13.00000, 12.00000, 12.00000, 13.00000, 13.00000, 13.00000, 13.00000, 13.00000, 13.00000, 13.00000, 17.00000, 23.00000, 17.00000, 17.00000, 17.00000, 15.00000, 13.00000, 17.00000, 21.00000, 21.00000, 17.00000, 13.00000, 15.00000, 21.00000, 23.00000, 17.00000, 17.00000, 17.00000, 21.00000, 21.00000, 21.00000, 17.00000, 13.00000, 11.00000, 11.00000, 13.00000, 17.00000, 17.00000, 13.00000, 13.00000, 15.00000, 17.00000, 21.00000, 21.00000, 17.00000, 21.00000, 21.00000, 21.00000, 23.00000, 23.00000, 26.00000, 26.00000, 25.00000, 25.00000, 25.00000, 25.00000, 26.00000, 26.00000, 29.00000, 26.00000, 25.00000, 26.00000, 28.00000, 32.00000, 34.00000, 34.00000, 34.00000, 34.00000, 33.00000, 34.00000, 38.00000, 34.00000, 31.00000, 32.00000, 34.00000, 34.00000, 34.00000, 33.00000, 31.00000, 29.00000, 36.00000, 38.00000, 40.00000, 41.00000, 41.00000, 40.00000, 37.00000, 38.00000
45.00000, 44.00000, 34.00000, 33.00000, 37.00000, 38.00000, 40.00000, 41.00000, 40.00000, 40.00000, 38.00000, 32.00000, 23.00000, 31.00000, 31.00000, 36.00000, 40.00000, 40.00000, 41.00000, 41.00000, 40.00000, 37.00000, 37.00000, 37.00000, 43.00000, 42.00000, 40.00000, 37.00000, 34.00000, 33.00000, 32.00000, 21.00000, 21.00000, 26.00000, 23.00000, 25.00000, 21.00000, 21.00000, 15.00000, 8.00000, 5.00000, 7.00000, 5.00000, 7.00000, 7.00000, 7.00000, 3.00000, 3.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 5.00000, 5.00000, 5.00000, 2.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 5.00000, 7.00000, 8.00000, 8.00000, 8.00000, 7.00000, 8.00000, 9.00000, 7.00000, 5.00000, 7.00000, 8.00000, 7.00000, 8.00000, 8.00000, 8.00000, 5.00000, 5.00000, 7.00000, 7.00000, 9.00000, 9.00000, 8.00000, 8.00000, 8.00000, 8.00000, 7.00000, 7.00000, 5.00000, 2.00000, 5.00000, 5.00000, 7.00000, 5.00000, 7.00000, 7.00000, 9.00000, 10.00000, 10.00000, 9.00000, 8.00000, 9.00000, 10.00000, 10.00000, 9.00000, 10.00000, 12.00000, 11.00000, 12.00000, 12.00000, 15.00000, 15.00000, 13.00000, 12.00000, 13.00000, 11.00000, 10.00000, 12.00000, 11.00000, 11.00000, 11.00000, 10.00000, 9.00000, 10.00000, 10.00000, 9.00000, 9.00000, 9.00000, 9.00000, 9.00000, 9.00000, 8.00000, 7.00000, 8.00000, 12.00000, 11.00000, 12.00000, 12.00000, 12.00000, 11.00000, 12.00000, 12.00000, 13.00000, 13.00000, 13.00000, 13.00000, 17.00000, 21.00000, 23.00000, 17.00000, 15.00000, 17.00000, 13.00000, 15.00000, 17.00000, 17.00000, 13.00000, 12.00000, 13.00000, 15.00000, 13.00000, 13.00000, 17.00000, 13.00000, 13.00000, 15.00000, 15.00000, 12.00000, 12.00000, 10.00000, 11.00000, 15.00000, 17.00000, 17.00000, 13.00000, 13.00000, 15.00000, 17.00000, 21.00000, 17.00000, 21.00000, 21.00000, 21.00000, 17.00000, 21.00000, 17.00000, 21.00000, 21.00000, 23.00000, 15.00000, 17.00000, 21.00000, 21.00000, 23.00000, 26.00000, 23.00000, 25.00000, 23.00000, 26.00000, 29.00000, 31.00000, 33.00000, 32.00000, 31.00000, 29.00000, 34.00000, 36.00000, 33.00000, 30.00000, 31.00000, 32.00000, 32.00000, 29.00000, 26.00000, 25.00000, 28.00000, 32.00000, 36.00000, 38.00000, 37.00000, 38.00000, 40.00000, 29.00000, 30.00000
42.00000, 38.00000, 25.00000, 28.00000, 32.00000, 37.00000, 41.00000, 37.00000, 34.00000, 29.00000, 25.00000, 17.00000, 25.00000, 28.00000, 32.00000, 36.00000, 37.00000, 38.00000, 41.00000, 42.00000, 42.00000, 40.00000, 38.00000, 40.00000, 40.00000, 38.00000, 37.00000, 33.00000, 32.00000, 33.00000, 32.00000, 17.00000, 13.00000, 17.00000, 12.00000, 12.00000, 11.00000, 9.00000, 9.00000, 5.00000, 5.00000, 3.00000, 2.00000, 3.00000, 3.00000, 3.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 3.00000, 5.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 5.00000, 8.00000, 9.00000, 9.00000, 8.00000, 7.00000, 8.00000, 8.00000, 7.00000, 5.00000, 7.00000, 8.00000, 8.00000, 8.00000, 7.00000, 5.00000, 5.00000, 7.00000, 8.00000, 9.00000, 9.00000, 8.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 3.00000, 5.00000, 7.00000, 9.00000, 8.00000, 8.00000, 8.00000, 9.00000, 9.00000, 10.00000, 9.00000, 9.00000, 9.00000, 10.00000, 9.00000, 10.00000, 10.00000, 11.00000, 9.00000, 9.00000, 8.00000, 11.00000, 13.00000, 13.00000, 12.00000, 13.00000, 10.00000, 9.00000, 8.00000, 10.00000, 10.00000, 10.00000, 10.00000, 9.00000, 9.00000, 9.00000, 8.00000, 8.00000, 8.00000, 9.00000, 10.00000, 10.00000, 8.00000, 8.00000, 8.00000, 10.00000, 9.00000, 11.00000, 11.00000, 9.00000, 8.00000, 11.00000, 11.00000, 12.00000, 13.00000, 12.00000, 10.00000, 11.00000, 17.00000, 17.00000, 13.00000, 12.00000, 13.00000, 11.00000, 11.00000, 12.00000, 13.00000, 12.00000, 13.00000, 13.00000, 12.00000, 10.00000, 11.00000, 13.00000, 11.00000, 11.00000, 11.00000, 11.00000, 11.00000, 11.00000, 9.00000, 11.00000, 13.00000, 15.00000, 15.00000, 12.00000, 11.00000, 12.00000, 13.00000, 15.00000, 13.00000, 15.00000, 21.00000, 17.00000, 15.00000, 15.00000, 13.00000, 15.00000, 21.00000, 21.00000, 15.00000, 15.00000, 17.00000, 21.00000, 21.00000, 23.00000, 21.00000, 23.00000, 21.00000, 25.00000, 28.00000, 31.00000, 30.00000, 29.00000, 28.00000, 26.00000, 30.00000, 32.00000, 31.00000, 28.00000, 28.00000, 29.00000, 29.00000, 26.00000, 23.00000, 26.00000, 28.00000, 29.00000, 31.00000, 34.00000, 34.00000, 36.00000, 37.00000, 28.00000, 29.00000
23.00000, 25.00000, 23.00000, 25.00000, 25.00000, 28.00000, 28.00000, 31.00000, 29.00000, 25.00000, 25.00000, 23.00000, 29.00000, 31.00000, 32.00000, 36.00000, 38.00000, 38.00000, 40.00000, 41.00000, 40.00000, 40.00000, 42.00000, 41.00000, 40.00000, 34.00000, 32.00000, 31.00000, 29.00000, 29.00000, 31.00000, 23.00000, 13.00000, 11.00000, 10.00000, 11.00000, 8.00000, 7.00000, 3.00000, 3.00000, 5.00000, 2.00000, 1.00000, 1.00000, 1.00000, 3.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 3.00000, 5.00000, 7.00000, 7.00000, 7.00000, 5.00000, 5.00000, 3.00000, 2.00000, 5.00000, 7.00000, 7.00000, 9.00000, 8.00000, 8.00000, 7.00000, 8.00000, 7.00000, 7.00000, 8.00000, 9.00000, 8.00000, 7.00000, 7.00000, 7.00000, 7.00000, 7.00000, 8.00000, 9.00000, 9.00000, 8.00000, 3.00000, 5.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 5.00000, 5.00000, 8.00000, 9.00000, 9.00000, 8.00000, 9.00000, 9.00000, 10.00000, 10.00000, 9.00000, 9.00000, 9.00000, 10.00000, 9.00000, 11.00000, 11.00000, 10.00000, 9.00000, 9.00000, 7.00000, 7.00000, 8.00000, 10.00000, 11.00000, 11.00000, 10.00000, 9.00000, 8.00000, 9.00000, 9.00000, 10.00000, 10.00000, 10.00000, 9.00000, 9.00000, 8.00000, 8.00000, 8.00000, 9.00000, 10.00000, 10.00000, 9.00000, 8.00000, 9.00000, 9.00000, 9.00000, 9.00000, 10.00000, 9.00000, 5.00000, 8.00000, 9.00000, 11.00000, 11.00000, 10.00000, 9.00000, 9.00000, 8.00000, 9.00000, 9.00000, 10.00000, 10.00000, 10.00000, 9.00000, 9.00000, 9.00000, 10.00000, 11.00000, 12.00000, 9.00000, 9.00000, 10.00000, 10.00000, 9.00000, 9.00000, 9.00000, 9.00000, 10.00000, 10.00000, 10.00000, 12.00000, 13.00000, 12.00000, 12.00000, 13.00000, 11.00000, 11.00000, 11.00000, 11.00000, 8.00000, 11.00000, 15.00000, 13.00000, 13.00000, 15.00000, 12.00000, 17.00000, 23.00000, 21.00000, 15.00000, 13.00000, 15.00000, 17.00000, 21.00000, 21.00000, 21.00000, 21.00000, 21.00000, 25.00000, 28.00000, 29.00000, 29.00000, 26.00000, 23.00000, 25.00000, 29.00000, 31.00000, 31.00000, 28.00000, 26.00000, 28.00000, 28.00000, 26.00000, 26.00000, 28.00000, 31.00000, 28.00000, 26.00000, 29.00000, 31.00000, 32.00000, 31.00000, 29.00000, 31.00000
21.00000, 25.00000, 23.00000, 21.00000, 21.00000, 23.00000, 23.00000, 23.00000, 26.00000, 25.00000, 26.00000, 25.00000, 28.00000, 31.00000, 32.00000, 36.00000, 37.00000, 37.00000, 37.00000, 37.00000, 37.00000, 40.00000, 41.00000, 41.00000, 38.00000, 33.00000, 29.00000, 29.00000, 26.00000, 26.00000, 26.00000, 21.00000, 12.00000, 9.00000, 9.00000, 9.00000, 7.00000, 5.00000, 1.00000, 3.00000, 3.00000, 2.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 2.00000, 3.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 5.00000, 7.00000, 8.00000, 8.00000, 7.00000, 7.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 8.00000, 9.00000, 8.00000, 7.00000, 8.00000, 7.00000, 7.00000, 8.00000, 9.00000, 8.00000, 7.00000, 8.00000, 8.00000, 8.00000, 9.00000, 9.00000, 9.00000, 8.00000, 7.00000, 5.00000, 3.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 5.00000, 7.00000, 9.00000, 9.00000, 9.00000, 9.00000, 10.00000, 11.00000, 10.00000, 10.00000, 10.00000, 9.00000, 10.00000, 11.00000, 10.00000, 11.00000, 11.00000, 10.00000, 9.00000, 9.00000, 5.00000, 5.00000, 5.00000, 8.00000, 9.00000, 8.00000, 8.00000, 9.00000, 8.00000, 8.00000, 8.00000, 9.00000, 10.00000, 10.00000, 8.00000, 7.00000, 7.00000, 8.00000, 9.00000, 9.00000, 9.00000, 10.00000, 9.00000, 10.00000, 9.00000, 9.00000, 8.00000, 8.00000, 9.00000, 9.00000, 5.00000, 5.00000, 9.00000, 10.00000, 7.00000, 8.00000, 8.00000, 7.00000, 7.00000, 7.00000, 8.00000, 8.00000, 9.00000, 10.00000, 9.00000, 7.00000, 8.00000, 8.00000, 9.00000, 9.00000, 8.00000, 9.00000, 10.00000, 10.00000, 8.00000, 8.00000, 9.00000, 10.00000, 10.00000, 10.00000, 11.00000, 13.00000, 12.00000, 11.00000, 11.00000, 15.00000, 15.00000, 12.00000, 12.00000, 10.00000, 8.00000, 9.00000, 12.00000, 12.00000, 12.00000, 13.00000, 12.00000, 15.00000, 17.00000, 13.00000, 15.00000, 12.00000, 13.00000, 15.00000, 17.00000, 21.00000, 21.00000, 21.00000, 21.00000, 23.00000, 26.00000, 26.00000, 26.00000, 23.00000, 21.00000, 21.00000, 28.00000, 29.00000, 29.00000, 29.00000, 26.00000, 25.00000, 25.00000, 29.00000, 29.00000, 32.00000, 34.00000, 33.00000, 32.00000, 31.00000, 29.00000, 32.00000, 32.00000, 32.00000, 32.00000
23.00000, 25.00000, 23.00000, 21.00000, 23.00000, 21.00000, 25.00000, 23.00000, 23.00000, 25.00000, 26.00000, 25.00000, 25.00000, 26.00000, 28.00000, 32.00000, 33.00000, 32.00000, 32.00000, 34.00000, 36.00000, 37.00000, 38.00000, 41.00000, 38.00000, 36.00000, 26.00000, 25.00000, 23.00000, 21.00000, 17.00000, 13.00000, 11.00000, 7.00000, 5.00000, 8.00000, 7.00000, 3.00000, 2.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 1.00000, 2.00000, 3.00000, 3.00000, 2.00000, 1.00000, 1.00000, 2.00000, 3.00000, 5.00000, 8.00000, 8.00000, 8.00000, 7.00000, 8.00000, 7.00000, 5.00000, 3.00000, 3.00000, 3.00000, 5.00000, 9.00000, 8.00000, 8.00000, 8.00000, 8.00000, 7.00000, 7.00000, 8.00000, 8.00000, 7.00000, 8.00000, 9.00000, 8.00000, 8.00000, 9.00000, 8.00000, 7.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 5.00000, 5.00000, 7.00000, 8.00000, 8.00000, 8.00000, 10.00000, 11.00000, 10.00000, 10.00000, 9.00000, 9.00000, 11.00000, 13.00000, 12.00000, 10.00000, 9.00000, 9.00000, 9.00000, 9.00000, 7.00000, 3.00000, 5.00000, 7.00000, 5.00000, 3.00000, 5.00000, 8.00000, 8.00000, 8.00000, 8.00000, 9.00000, 9.00000, 9.00000, 7.00000, 5.00000, 5.00000, 8.00000, 8.00000, 7.00000, 7.00000, 9.00000, 9.00000, 10.00000, 9.00000, 9.00000, 7.00000, 8.00000, 8.00000, 8.00000, 5.00000, 7.00000, 8.00000, 9.00000, 7.00000, 9.00000, 8.00000, 7.00000, 7.00000, 7.00000, 8.00000, 8.00000, 9.00000, 9.00000, 7.00000, 7.00000, 7.00000, 5.00000, 8.00000, 9.00000, 8.00000, 10.00000, 11.00000, 10.00000, 8.00000, 8.00000, 9.00000, 10.00000, 10.00000, 11.00000, 13.00000, 13.00000, 11.00000, 13.00000, 12.00000, 17.00000, 21.00000, 17.00000, 15.00000, 13.00000, 9.00000, 10.00000, 13.00000, 12.00000, 12.00000, 13.00000, 13.00000, 15.00000, 17.00000, 13.00000, 13.00000, 13.00000, 13.00000, 15.00000, 15.00000, 17.00000, 15.00000, 13.00000, 15.00000, 21.00000, 23.00000, 25.00000, 23.00000, 21.00000, 17.00000, 21.00000, 25.00000, 29.00000, 29.00000, 29.00000, 28.00000, 25.00000, 25.00000, 28.00000, 32.00000, 32.00000, 36.00000, 34.00000, 37.00000, 36.00000, 31.00000, 32.00000, 34.00000, 33.00000, 31.00000
23.00000, 23.00000, 23.00000, 21.00000, 21.00000, 23.00000, 25.00000, 23.00000, 23.00000, 25.00000, 26.00000, 26.00000, 25.00000, 23.00000, 25.00000, 26.00000, 29.00000, 29.00000, 28.00000, 31.00000, 33.00000, 34.00000, 36.00000, 37.00000, 33.00000, 32.00000, 21.00000, 17.00000, 17.00000, 17.00000, 12.00000, 10.00000, 8.00000, 5.00000, 1.00000, 5.00000, 5.00000, 2.00000, 2.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 1.00000, 2.00000, 1.00000, 2.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 5.00000, 8.00000, 7.00000, 7.00000, 7.00000, 7.00000, 7.00000, 5.00000, 3.00000, 3.00000, 5.00000, 8.00000, 9.00000, 8.00000, 8.00000, 7.00000, 8.00000, 8.00000, 8.00000, 9.00000, 7.00000, 7.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 7.00000, 7.00000, 5.00000, 7.00000, 7.00000, 5.00000, 5.00000, 3.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 7.00000, 9.00000, 9.00000, 9.00000, 8.00000, 7.00000, 8.00000, 10.00000, 13.00000, 12.00000, 10.00000, 5.00000, 7.00000, 8.00000, 7.00000, 7.00000, 3.00000, 2.00000, 3.00000, 3.00000, 2.00000, 2.00000, 5.00000, 7.00000, 7.00000, 7.00000, 8.00000, 8.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 7.00000, 7.00000, 8.00000, 8.00000, 7.00000, 5.00000, 5.00000, 8.00000, 9.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 8.00000, 7.00000, 8.00000, 9.00000, 9.00000, 9.00000, 7.00000, 7.00000, 8.00000, 8.00000, 8.00000, 5.00000, 7.00000, 8.00000, 9.00000, 10.00000, 11.00000, 10.00000, 7.00000, 5.00000, 9.00000, 10.00000, 9.00000, 9.00000, 13.00000, 12.00000, 11.00000, 15.00000, 13.00000, 17.00000, 21.00000, 17.00000, 17.00000, 17.00000, 11.00000, 11.00000, 13.00000, 13.00000, 13.00000, 15.00000, 13.00000, 13.00000, 15.00000, 13.00000, 15.00000, 13.00000, 13.00000, 15.00000, 15.00000, 13.00000, 12.00000, 12.00000, 15.00000, 21.00000, 21.00000, 23.00000, 23.00000, 21.00000, 15.00000, 17.00000, 23.00000, 26.00000, 28.00000, 26.00000, 25.00000, 21.00000, 25.00000, 29.00000, 30.00000, 29.00000, 30.00000, 32.00000, 37.00000, 36.00000, 32.00000, 31.00000, 32.00000, 31.00000, 28.00000
23.00000, 23.00000, 23.00000, 21.00000, 21.00000, 23.00000, 23.00000, 23.00000, 23.00000, 25.00000, 26.00000, 26.00000, 28.00000, 25.00000, 25.00000, 26.00000, 26.00000, 25.00000, 25.00000, 28.00000, 31.00000, 29.00000, 28.00000, 25.00000, 25.00000, 21.00000, 17.00000, 11.00000, 9.00000, 8.00000, 8.00000, 7.00000, 2.00000, 1.00000, 1.00000, 2.00000, 2.00000, 1.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 2.00000, 2.00000, 1.00000, 2.00000, 3.00000, 3.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 5.00000, 3.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 5.00000, 8.00000, 9.00000, 8.00000, 7.00000, 7.00000, 7.00000, 8.00000, 9.00000, 9.00000, 8.00000, 7.00000, 7.00000, 5.00000, 7.00000, 7.00000, 7.00000, 8.00000, 3.00000, 5.00000, 8.00000, 8.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 3.00000, 5.00000, 5.00000, 5.00000, 5.00000, 7.00000, 7.00000, 5.00000, 7.00000, 8.00000, 11.00000, 10.00000, 9.00000, 5.00000, 3.00000, 5.00000, 7.00000, 5.00000, 2.00000, 2.00000, 2.00000, 1.00000, 1.00000, 2.00000, 3.00000, 5.00000, 5.00000, 3.00000, 5.00000, 7.00000, 7.00000, 5.00000, 5.00000, 3.00000, 3.00000, 3.00000, 3.00000, 5.00000, 3.00000, 5.00000, 7.00000, 7.00000, 5.00000, 3.00000, 5.00000, 9.00000, 10.00000, 9.00000, 9.00000, 9.00000, 8.00000, 9.00000, 7.00000, 7.00000, 8.00000, 8.00000, 9.00000, 10.00000, 9.00000, 5.00000, 7.00000, 8.00000, 9.00000, 9.00000, 7.00000, 5.00000, 8.00000, 9.00000, 10.00000, 10.00000, 10.00000, 8.00000, 8.00000, 8.00000, 9.00000, 8.00000, 8.00000, 9.00000, 11.00000, 11.00000, 15.00000, 13.00000, 17.00000, 17.00000, 17.00000, 15.00000, 15.00000, 13.00000, 12.00000, 12.00000, 13.00000, 15.00000, 15.00000, 17.00000, 15.00000, 17.00000, 13.00000, 12.00000, 12.00000, 13.00000, 17.00000, 17.00000, 12.00000, 10.00000, 13.00000, 13.00000, 17.00000, 21.00000, 21.00000, 23.00000, 17.00000, 17.00000, 21.00000, 21.00000, 23.00000, 26.00000, 25.00000, 21.00000, 21.00000, 23.00000, 26.00000, 28.00000, 25.00000, 25.00000, 28.00000, 34.00000, 33.00000, 29.00000, 29.00000, 29.00000, 29.00000, 26.00000
23.00000, 23.00000, 23.00000, 21.00000, 21.00000, 21.00000, 23.00000, 21.00000, 23.00000, 25.00000, 32.00000, 29.00000, 29.00000, 26.00000, 28.00000, 28.00000, 26.00000, 26.00000, 25.00000, 28.00000, 29.00000, 28.00000, 25.00000, 21.00000, 21.00000, 21.00000, 12.00000, 9.00000, 8.00000, 5.00000, 3.00000, 1.00000, 1.00000, 0.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 2.00000, 3.00000, 5.00000, 3.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 7.00000, 7.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 8.00000, 8.00000, 8.00000, 7.00000, 7.00000, 3.00000, 3.00000, 5.00000, 5.00000, 7.00000, 5.00000, 9.00000, 10.00000, 8.00000, 7.00000, 7.00000, 7.00000, 5.00000, 3.00000, 3.00000, 5.00000, 3.00000, 2.00000, 2.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 3.00000, 3.00000, 3.00000, 5.00000, 3.00000, 3.00000, 3.00000, 2.00000, 3.00000, 5.00000, 3.00000, 2.00000, 1.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 5.00000, 5.00000, 5.00000, 5.00000, 3.00000, 5.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 5.00000, 3.00000, 2.00000, 3.00000, 8.00000, 11.00000, 11.00000, 10.00000, 9.00000, 8.00000, 7.00000, 7.00000, 5.00000, 8.00000, 10.00000, 10.00000, 10.00000, 10.00000, 8.00000, 5.00000, 8.00000, 9.00000, 11.00000, 11.00000, 10.00000, 8.00000, 8.00000, 8.00000, 10.00000, 9.00000, 10.00000, 10.00000, 10.00000, 9.00000, 10.00000, 9.00000, 8.00000, 8.00000, 11.00000, 11.00000, 15.00000, 13.00000, 15.00000, 15.00000, 15.00000, 13.00000, 13.00000, 12.00000, 12.00000, 12.00000, 13.00000, 15.00000, 15.00000, 17.00000, 17.00000, 17.00000, 13.00000, 12.00000, 13.00000, 13.00000, 17.00000, 17.00000, 11.00000, 10.00000, 13.00000, 15.00000, 21.00000, 17.00000, 17.00000, 17.00000, 17.00000, 17.00000, 21.00000, 21.00000, 21.00000, 23.00000, 23.00000, 21.00000, 21.00000, 23.00000, 25.00000, 25.00000, 25.00000, 23.00000, 26.00000, 29.00000, 29.00000, 28.00000, 29.00000, 28.00000, 28.00000, 26.00000
23.00000, 21.00000, 21.00000, 21.00000, 25.00000, 25.00000, 23.00000, 21.00000, 21.00000, 23.00000, 34.00000, 32.00000, 28.00000, 28.00000, 28.00000, 28.00000, 31.00000, 33.00000, 28.00000, 26.00000, 28.00000, 25.00000, 17.00000, 13.00000, 12.00000, 10.00000, 5.00000, 3.00000, 3.00000, 2.00000, 0.00000, 0.00000, 0.00000, 0.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 1.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 2.00000, 2.00000, 5.00000, 5.00000, 3.00000, 5.00000, 7.00000, 5.00000, 5.00000, 5.00000, 3.00000, 7.00000, 7.00000, 5.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 5.00000, 7.00000, 7.00000, 5.00000, 3.00000, 2.00000, 2.00000, 7.00000, 5.00000, 5.00000, 9.00000, 11.00000, 8.00000, 7.00000, 7.00000, 5.00000, 5.00000, 2.00000, 2.00000, 3.00000, 3.00000, 2.00000, 1.00000, 2.00000, 3.00000, 2.00000, 2.00000, 2.00000, 0.00000, 1.00000, 1.00000, 2.00000, 1.00000, 2.00000, 1.00000, 2.00000, 3.00000, 3.00000, 3.00000, 2.00000, 1.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 2.00000, 3.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 5.00000, 3.00000, 3.00000, 3.00000, 3.00000, 3.00000, 5.00000, 5.00000, 5.00000, 3.00000, 7.00000, 10.00000, 10.00000, 10.00000, 9.00000, 7.00000, 5.00000, 5.00000, 8.00000, 8.00000, 11.00000, 11.00000, 10.00000, 8.00000, 7.00000, 5.00000, 9.00000, 10.00000, 11.00000, 12.00000, 12.00000, 11.00000, 10.00000, 9.00000, 9.00000, 11.00000, 10.00000, 12.00000, 11.00000, 10.00000, 10.00000, 10.00000, 9.00000, 9.00000, 11.00000, 11.00000, 13.00000, 13.00000, 17.00000, 13.00000, 13.00000, 13.00000, 12.00000, 12.00000, 12.00000, 12.00000, 13.00000, 17.00000, 15.00000, 15.00000, 17.00000, 17.00000, 17.00000, 17.00000, 15.00000, 17.00000, 17.00000, 17.00000, 13.00000, 13.00000, 17.00000, 17.00000, 17.00000, 17.00000, 15.00000, 17.00000, 17.00000, 17.00000, 21.00000, 21.00000, 21.00000, 21.00000, 21.00000, 21.00000, 21.00000, 23.00000, 23.00000, 23.00000, 26.00000, 25.00000, 21.00000, 23.00000, 26.00000, 26.00000, 28.00000, 28.00000, 28.00000, 26.00000
